date,open,high,low,close,volume
14/12/1988,11.1637,11.2912,11.1521,11.1753,464005
15/12/1988,11.2565,11.2797,11.1521,11.2217,359083
16/12/1988,11.2448,11.3028,11.2332,11.2448,778810
19/12/1988,11.2449,11.4304,11.2333,11.384,551777
20/12/1988,11.4883,11.5115,11.4072,11.4304,817036
21/12/1988,11.4188,11.4652,11.384,11.4072,468508
22/12/1988,11.3956,11.4304,11.3492,11.3608,309259
23/12/1988,11.4071,11.4535,11.384,11.4419,179618
27/12/1988,11.4072,11.4883,11.3724,11.4188,223117
28/12/1988,11.4072,11.4188,11.3028,11.3608,226299
29/12/1988,11.3608,11.4999,11.3608,11.4304,299288
30/12/1988,11.4535,11.4651,11.2796,11.3028,229480
03/01/1989,11.3028,11.3376,11.1869,11.2217,560315
04/01/1989,11.2681,11.3724,11.2449,11.3608,493728
05/01/1989,11.3608,11.4187,11.3144,11.3376,560545
06/01/1989,11.3608,11.384,11.2564,11.3028,495124
09/01/1989,11.2796,11.3492,11.268,11.3144,446659
10/01/1989,11.326,11.3608,11.2101,11.2333,416627
11/01/1989,11.2333,11.3376,11.1985,11.3376,373361
12/01/1989,11.3608,11.5115,11.3377,11.4188,769037
13/01/1989,11.4187,11.4767,11.3492,11.4419,453799
16/01/1989,11.4651,11.6042,11.4419,11.5231,484648
17/01/1989,11.4883,11.5463,11.4535,11.4883,456982
18/01/1989,11.4883,11.5926,11.326,11.5926,764648
19/01/1989,11.581,11.6274,11.4767,11.5231,677343
20/01/1989,11.4999,11.5346,11.4535,11.4651,394353
23/01/1989,11.4535,11.5115,11.326,11.3492,371305
24/01/1989,11.3492,11.5579,11.326,11.5231,540408
25/01/1989,11.5231,11.5347,11.4072,11.4304,549916
26/01/1989,11.4188,11.7781,11.4188,11.6854,993706
27/01/1989,11.7549,11.8592,11.7201,11.7665,1154575
30/01/1989,11.8129,11.9868,11.8013,11.9404,799493
31/01/1989,11.9404,12.1375,11.8129,12.1143,922888
01/02/1989,12.0332,12.1375,11.9868,12.0216,841405
02/02/1989,12.0427,12.1479,11.9608,12.0076,664241
03/02/1989,11.9725,12.0543,11.8673,11.9491,608002
06/02/1989,11.9023,11.9607,11.8087,11.8438,469970
07/02/1989,11.8088,12.0309,11.8088,11.9374,605341
08/02/1989,11.9841,12.0075,11.8672,11.8789,598295
09/02/1989,11.8204,11.9256,11.7853,11.8204,620678
10/02/1989,11.762,11.8438,11.6918,11.6918,753580
13/02/1989,11.762,11.8088,11.6685,11.7854,511965
14/02/1989,11.8439,11.8556,11.6685,11.6685,436590
15/02/1989,11.6801,11.8906,11.6801,11.8789,628977
16/02/1989,11.8673,11.8673,11.6919,11.7737,497641
17/02/1989,11.7737,11.8439,11.7153,11.7153,523120
21/02/1989,11.7503,11.7854,11.6918,11.7386,430602
22/02/1989,11.7152,11.7386,11.5281,11.5398,529103
23/02/1989,11.4814,11.5632,11.4697,11.5398,613321
24/02/1989,11.5398,11.5515,11.3294,11.3294,684039
27/02/1989,11.3411,11.3996,11.2827,11.3762,690185
28/02/1989,11.3879,11.4347,11.3528,11.3645,477995
01/03/1989,11.423,11.4463,11.1424,11.2125,586869
02/03/1989,11.2008,11.3061,11.2008,11.271,523628
03/03/1989,11.2826,11.3177,11.2359,11.306,370451
06/03/1989,11.3528,11.3762,11.2827,11.3645,519635
07/03/1989,11.3177,11.3294,11.1657,11.2125,734487
08/03/1989,11.1891,11.2826,11.1774,11.1891,527069
09/03/1989,11.1891,11.2125,11.0488,11.0956,552939
10/03/1989,11.0605,11.0839,10.9553,11.0605,698991
13/03/1989,11.0489,11.1892,11.0489,11.119,558693
14/03/1989,11.154,11.1657,11.002,11.0254,457839
15/03/1989,11.0137,11.1073,10.9436,10.9436,646315
16/03/1989,10.9786,11.1072,10.9669,11.0488,887149
17/03/1989,10.815,10.8969,10.4175,10.5227,1833913
20/03/1989,10.3941,10.4175,10.1953,10.2421,1557031
21/03/1989,10.3239,10.3356,10.2654,10.3005,1352619
22/03/1989,10.1252,10.2304,10.0667,10.2187,1015436
23/03/1989,10.2655,10.3123,10.1486,10.2538,788769
27/03/1989,10.242,10.3239,10.1953,10.3005,533722
28/03/1989,10.3473,10.3707,10.2304,10.2888,488169
29/03/1989,10.2655,10.324,10.207,10.2538,479249
30/03/1989,10.2537,10.2654,10.1251,10.1719,646665
31/03/1989,10.1953,10.2421,10.1953,10.207,438195
03/04/1989,10.2187,10.242,10.1485,10.1485,501318
04/04/1989,10.1017,10.1485,9.9381,10.0199,914465
05/04/1989,10.0199,10.1018,10.0199,10.0784,568241
06/04/1989,10.0433,10.1252,10.02,10.1018,392291
07/04/1989,10.0784,10.3123,10.0784,10.2655,628784
10/04/1989,10.242,10.3122,10.242,10.2888,330533
11/04/1989,10.3123,10.4175,10.2889,10.3941,464495
12/04/1989,10.4643,10.4993,10.3707,10.3941,395030
13/04/1989,10.359,10.3824,10.1836,10.2187,374405
14/04/1989,10.3356,10.4759,10.3356,10.3707,700595
17/04/1989,10.359,10.4526,10.359,10.4175,356991
18/04/1989,10.4993,10.5811,10.4876,10.5694,609487
19/04/1989,10.5227,10.5811,10.4876,10.511,569454
20/04/1989,10.5344,10.5578,10.3824,10.511,482496
21/04/1989,10.5226,10.6162,10.4876,10.6162,602443
24/04/1989,10.6162,10.698,10.5811,10.6162,565225
25/04/1989,10.663,10.7682,10.6046,10.7098,784777
26/04/1989,10.7098,10.7332,10.6163,10.7098,509383
27/04/1989,10.7214,10.8266,10.6863,10.7214,727283
28/04/1989,10.7215,10.7215,10.663,10.6747,434204
01/05/1989,10.5694,10.6279,10.5577,10.6045,461126
02/05/1989,10.6279,10.6396,10.511,10.511,366304
03/05/1989,10.4993,10.5226,10.4291,10.4291,560490
04/05/1989,10.449,10.5081,10.4253,10.4608,389313
05/05/1989,10.5199,10.5317,10.3189,10.3426,571426
08/05/1989,10.3189,10.3781,10.2717,10.3544,523039
09/05/1989,10.3426,10.4136,10.319,10.3781,602328
10/05/1989,10.4018,10.4254,10.3663,10.3663,510145
11/05/1989,10.3899,10.3899,10.3072,10.319,471845
12/05/1989,10.4962,10.5199,10.4253,10.4726,680860
15/05/1989,10.4845,10.6736,10.4609,10.6618,797343
16/05/1989,10.638,10.6972,10.5199,10.5317,792786
17/05/1989,10.5317,10.579,10.4253,10.5435,714886
18/05/1989,10.4726,10.6381,10.4608,10.5908,689605
19/05/1989,10.6145,10.6381,10.4845,10.5081,1134034
22/05/1989,10.5554,10.579,10.3308,10.3899,764382
23/05/1989,10.3308,10.3899,10.3189,10.3544,794292
24/05/1989,10.3544,10.4136,10.3426,10.3781,665078
25/05/1989,10.3545,10.4254,10.3545,10.3663,387653
26/05/1989,10.3662,10.4017,10.3308,10.3544,332973
30/05/1989,10.3662,10.378,10.1653,10.2362,646123
31/05/1989,10.2245,10.4136,10.2008,10.3663,686880
01/06/1989,10.3544,10.4726,10.3544,10.4017,554454
02/06/1989,10.449,10.4844,10.3662,10.4135,639041
05/06/1989,10.4135,10.4135,10.2835,10.3071,502346
06/06/1989,10.319,10.3781,10.2717,10.3663,700727
07/06/1989,10.3781,10.4372,10.3189,10.3544,451942
08/06/1989,10.3663,10.3663,10.2835,10.3308,503021
09/06/1989,10.3071,10.3544,10.248,10.248,550655
12/06/1989,10.1653,10.3071,10.1653,10.2953,759159
13/06/1989,10.3072,10.5554,10.2599,10.4963,919479
14/06/1989,10.5199,10.5435,10.3663,10.4372,472873
15/06/1989,10.4372,10.449,10.2598,10.3426,620802
16/06/1989,10.2953,10.3662,10.248,10.3544,1078244
19/06/1989,10.3663,10.449,10.3663,10.4372,488383
20/06/1989,10.4253,10.5199,10.3426,10.3544,467056
21/06/1989,10.3899,10.4372,10.3426,10.3781,508046
22/06/1989,10.3663,10.3899,10.2599,10.319,610123
23/06/1989,10.4017,10.5081,10.3663,10.4845,841892
26/06/1989,10.5199,10.6617,10.4845,10.5908,676193
27/06/1989,10.6381,10.8272,10.6263,10.8154,961134
28/06/1989,10.8036,10.8863,10.6972,10.7681,670296
29/06/1989,10.6972,10.709,10.5199,10.5435,636786
30/06/1989,10.5672,10.6026,10.3662,10.579,721929
03/07/1989,10.6381,10.6381,10.5672,10.6145,242451
05/07/1989,10.5672,10.6617,10.5199,10.5908,407947
06/07/1989,10.6263,10.6263,10.5318,10.5554,332065
07/07/1989,10.579,10.6617,10.5199,10.6026,481021
10/07/1989,10.6263,10.8745,10.6144,10.839,693204
11/07/1989,10.9218,10.9572,10.7444,10.7681,689406
12/07/1989,10.7445,10.8864,10.7209,10.8509,456336
13/07/1989,10.8509,10.8982,10.8036,10.8627,462348
14/07/1989,10.8509,10.8746,10.7445,10.8509,573011
17/07/1989,10.8273,11.0164,10.8273,10.9691,562289
18/07/1989,10.9809,11.04,10.8273,10.8509,598451
19/07/1989,10.8981,10.9218,10.7917,10.8154,541872
20/07/1989,10.78,10.8391,10.6618,10.6618,500016
21/07/1989,10.6381,10.8155,10.6381,10.7918,653882
24/07/1989,10.7682,10.7918,10.7209,10.7327,374833
25/07/1989,10.7445,10.8155,10.6381,10.6618,435289
26/07/1989,10.5318,10.6499,10.4608,10.6381,868794
27/07/1989,10.6381,10.6854,10.579,10.6854,616453
28/07/1989,10.7091,10.8036,10.6972,10.7209,469907
31/07/1989,10.7445,10.8981,10.7445,10.8745,540170
01/08/1989,10.9218,11.0163,10.8272,10.839,788118
02/08/1989,10.8509,10.8746,10.7445,10.78,625949
03/08/1989,10.7761,10.8956,10.7642,10.8717,889749
04/08/1989,10.8359,11.0629,10.8239,11.039,962291
07/08/1989,11.1346,11.2421,11.0629,11.2182,883554
08/08/1989,11.266,11.4093,11.254,11.3018,1058984
09/08/1989,11.278,11.3855,11.1943,11.1943,647741
10/08/1989,11.1704,11.3018,11.0987,11.2301,554043
11/08/1989,11.2779,11.3018,10.9793,11.039,716320
14/08/1989,10.9912,11.1346,10.9673,11.0987,594074
15/08/1989,11.1345,11.1345,11.027,11.1106,440835
16/08/1989,11.1107,11.1226,11.0031,11.039,409646
17/08/1989,11.039,11.0629,10.9315,10.9673,437358
18/08/1989,10.9673,11.039,10.9673,11.0031,521333
21/08/1989,10.9912,11.027,10.8,10.8,491262
22/08/1989,10.812,10.8837,10.7523,10.8598,630226
23/08/1989,10.8836,10.9075,10.7761,10.8956,405645
24/08/1989,10.8837,11.0987,10.824,11.0868,1024036
25/08/1989,11.0868,11.1346,11.0509,11.0987,558884
28/08/1989,11.0867,11.2899,11.027,11.2779,672450
29/08/1989,11.254,11.3138,11.0868,11.1226,533371
30/08/1989,11.1346,11.2301,11.0987,11.1704,603751
31/08/1989,11.2063,11.2421,11.1704,11.1943,375496
01/09/1989,11.1704,11.3018,11.1704,11.2182,419803
05/09/1989,11.2301,11.3496,11.2182,11.254,683128
06/09/1989,11.2421,11.2421,11.0867,11.1584,442115
07/09/1989,11.1823,11.1823,11.0748,11.1106,456350
08/09/1989,11.0748,11.1226,10.9912,11.0868,469230
11/09/1989,11.0748,11.1226,11.027,11.1106,378532
12/09/1989,11.0987,11.2062,11.0987,11.1704,431560
13/09/1989,11.1823,11.2301,11.027,11.027,666611
14/09/1989,11.0271,11.0749,10.9912,11.0629,427682
15/09/1989,11.0509,11.1107,11.0031,11.039,821291
18/09/1989,11.0509,11.0987,11.027,11.0987,359660
19/09/1989,11.1226,11.1346,11.0868,11.0868,415085
20/09/1989,11.0868,11.1226,11.0629,11.0868,385653
21/09/1989,11.0868,11.2062,11.0868,11.0987,477267
22/09/1989,11.1226,11.1704,11.0987,11.1346,290720
25/09/1989,11.1584,11.2659,11.0986,11.1106,456070
26/09/1989,11.1584,11.254,11.1464,11.2301,547725
27/09/1989,10.6089,10.7523,10.6089,10.6567,2261977
28/09/1989,10.6208,10.6328,10.2982,10.4177,1569837
29/09/1989,10.4177,10.4536,10.3819,10.4416,868354
02/10/1989,10.4536,10.4894,10.358,10.3819,617788
03/10/1989,10.3341,10.3461,10.0952,10.131,1187587
04/10/1989,10.131,10.3461,10.131,10.3461,1216664
05/10/1989,10.3939,10.4297,10.2266,10.2744,696008
06/10/1989,10.2744,10.3341,10.2386,10.2744,556126
09/10/1989,10.2982,10.4416,10.2982,10.4416,317110
10/10/1989,10.4417,10.4536,10.3102,10.3461,425682
11/10/1989,10.3222,10.3461,10.2744,10.2983,469510
12/10/1989,10.2863,10.2983,10.2505,10.2863,416923
13/10/1989,10.2624,10.3221,9.5456,9.7487,971407
16/10/1989,9.4142,10.2983,9.3425,9.8443,2144484
17/10/1989,9.7487,9.8323,9.6054,9.7726,1162517
18/10/1989,9.7248,9.8443,9.7009,9.7248,625145
19/10/1989,9.8921,10.0713,9.8562,9.9518,890390
20/10/1989,9.9518,9.9996,9.892,9.9637,772421
23/10/1989,9.9638,10.0116,9.8801,9.8921,579840
24/10/1989,9.8682,9.9877,9.6532,9.8443,807975
25/10/1989,9.7247,9.8203,9.7247,9.7367,437595
26/10/1989,9.6651,9.7248,9.6053,9.6292,682167
27/10/1989,9.5814,9.6412,9.5098,9.5456,843403
30/10/1989,9.6054,9.6293,9.4978,9.5098,474029
31/10/1989,9.5575,9.6889,9.5456,9.5814,703400
01/11/1989,9.5815,9.5934,9.5217,9.5576,722241
02/11/1989,9.5899,9.6383,9.3602,9.469,1090691
03/11/1989,9.469,9.5658,9.469,9.5295,453522
06/11/1989,9.4932,9.4932,9.336,9.3481,811435
07/11/1989,9.3361,9.457,9.3119,9.4207,606817
08/11/1989,9.4448,9.4812,9.3602,9.3602,639077
09/11/1989,9.3723,9.4328,9.3361,9.4207,618475
10/11/1989,9.469,9.5416,9.4448,9.4932,537394
13/11/1989,9.5174,9.5658,9.4569,9.5053,578196
14/11/1989,9.5536,9.602,9.4569,9.4811,684045
15/11/1989,9.5174,9.5295,9.3964,9.469,528365
16/11/1989,9.4812,9.5053,9.2877,9.3965,733192
17/11/1989,9.3844,9.6504,9.3601,9.5899,921815
20/11/1989,9.59,9.6142,9.4812,9.5537,505862
21/11/1989,9.5779,9.6505,9.5296,9.6263,456560
22/11/1989,9.6383,9.723,9.6142,9.6867,457166
24/11/1989,9.6988,9.7472,9.6988,9.7109,258577
27/11/1989,9.7229,9.7471,9.5053,9.6141,504118
28/11/1989,9.59,9.6142,9.5295,9.5658,468622
29/11/1989,9.5295,9.5415,9.4327,9.4569,387176
30/11/1989,9.4327,9.4932,9.3723,9.4448,405311
01/12/1989,9.4449,9.4932,9.3723,9.3965,580546
04/12/1989,9.4206,9.6262,9.4206,9.602,820457
05/12/1989,9.8439,9.856,9.6383,9.6383,897287
06/12/1989,9.5779,9.6021,9.5295,9.5416,539905
07/12/1989,9.5657,9.602,9.4448,9.4811,559088
08/12/1989,9.4811,9.4932,9.336,9.3723,496915
11/12/1989,9.3481,9.3602,9.2392,9.2997,703193
12/12/1989,9.2997,9.3844,9.2513,9.3844,850901
13/12/1989,9.3722,9.4206,9.2513,9.2755,539941
14/12/1989,9.203,9.2393,9.1909,9.203,561238
15/12/1989,9.2151,9.2151,9.0942,9.1909,1231890
18/12/1989,9.1546,9.2151,9.0337,9.0579,782010
19/12/1989,9.0579,9.2151,9.0337,9.1667,907611
20/12/1989,9.1788,9.203,9.0821,9.1546,613777
21/12/1989,9.1425,9.2272,9.1305,9.203,730803
22/12/1989,9.2151,9.2635,9.203,9.2272,406851
26/12/1989,9.203,9.2392,9.1183,9.1425,276145
27/12/1989,9.1667,9.2272,9.1425,9.1667,471859
28/12/1989,9.1788,9.2029,9.0941,9.1062,482625
29/12/1989,9.1183,9.1546,9.0941,9.1062,662795
02/01/1990,9.1667,9.4932,9.1425,9.4811,712582
03/01/1990,9.5537,9.6263,9.5174,9.5658,957726
04/01/1990,9.5779,9.7109,9.5658,9.6746,979053
05/01/1990,9.6625,9.8318,9.6262,9.6504,766056
08/01/1990,9.6021,9.7593,9.6021,9.7109,468054
09/01/1990,9.7229,9.7955,9.6141,9.6141,713229
10/01/1990,9.6263,9.6746,9.5416,9.5779,601675
11/01/1990,9.6262,9.7109,9.6141,9.6625,597625
12/01/1990,9.5415,9.602,9.4448,9.469,545528
15/01/1990,9.4448,9.5174,9.4086,9.4932,408389
16/01/1990,9.4328,9.7109,9.4328,9.6867,831876
17/01/1990,9.7109,9.7593,9.5174,9.5658,903282
18/01/1990,9.4812,9.6384,9.4449,9.6263,700931
19/01/1990,9.6504,9.6626,9.5295,9.5416,667373
22/01/1990,9.5537,9.59,9.336,9.3481,696516
23/01/1990,9.3844,9.5053,9.3481,9.3602,599367
24/01/1990,9.2635,9.4691,9.2393,9.4328,993793
25/01/1990,9.469,9.469,9.1908,9.2755,687363
26/01/1990,9.2997,9.4086,9.203,9.3723,743349
29/01/1990,9.4207,9.457,9.2393,9.4086,521528
30/01/1990,9.4207,9.4449,9.2635,9.4086,875029
31/01/1990,9.4812,9.5416,9.4449,9.5416,855315
01/02/1990,9.5415,9.6504,9.4569,9.4569,698617
02/02/1990,9.469,9.5537,9.469,9.5174,613696
05/02/1990,9.5624,9.7828,9.5502,9.7583,542936
06/02/1990,9.7584,9.9298,9.6604,9.8931,1107357
07/02/1990,9.8685,10.1624,9.8563,10.1012,1235382
08/02/1990,10.1501,10.1746,9.9787,10.0644,812683
09/02/1990,10.0767,10.1134,9.991,10.04,518596
12/02/1990,10.0277,10.0277,9.8563,9.9053,488349
13/02/1990,9.9787,10.1134,9.9175,10.1134,734449
14/02/1990,10.1257,10.2114,10.1134,10.1624,615437
15/02/1990,10.1992,10.2481,10.1624,10.1624,584413
16/02/1990,10.2359,10.2359,10.1256,10.1379,902191
20/02/1990,10.0522,10.1012,10.0155,10.0767,573717
21/02/1990,10.0155,10.2971,9.991,10.2726,829531
22/02/1990,10.2848,10.3338,10.1134,10.1134,941125
23/02/1990,10.0644,10.1746,9.991,10.0522,640516
26/02/1990,10.0889,10.1992,10.04,10.1869,562077
27/02/1990,10.1992,10.3338,10.1502,10.1624,706009
28/02/1990,10.1501,10.2481,10.1012,10.1746,590271
01/03/1990,10.1624,10.2236,10.1257,10.1869,460113
02/03/1990,10.1869,10.3216,10.1869,10.2726,582979
05/03/1990,10.2725,10.3705,10.2481,10.2848,564452
06/03/1990,10.3093,10.3583,10.2113,10.3583,522609
07/03/1990,10.3828,10.4073,10.3093,10.3338,630968
08/03/1990,10.3828,10.5174,10.3828,10.4807,711825
09/03/1990,10.4808,10.5175,10.4073,10.4318,717526
12/03/1990,10.4318,10.5542,10.4073,10.5542,619984
13/03/1990,10.5297,10.6032,10.4073,10.4073,850472
14/03/1990,10.4685,10.4807,10.3461,10.4073,511340
15/03/1990,10.444,10.5174,10.4317,10.4807,545887
16/03/1990,10.5542,10.6522,10.5174,10.6399,1054933
19/03/1990,10.5909,10.6889,10.5174,10.6766,658671
20/03/1990,10.6644,10.7134,10.5664,10.5787,758836
21/03/1990,10.6276,10.6276,10.4929,10.5052,347245
22/03/1990,10.4808,10.5297,10.3338,10.4318,491916
23/03/1990,10.3828,10.395,10.2725,10.2848,471053
26/03/1990,10.3339,10.3584,10.1992,10.1992,343232
27/03/1990,10.1502,10.2604,10.1257,10.2359,542284
28/03/1990,10.2113,10.3705,10.1623,10.3705,596746
29/03/1990,10.3828,10.4685,10.3583,10.3828,579577
30/03/1990,10.4195,10.4562,10.346,10.395,584410
02/04/1990,10.2971,10.3705,10.2848,10.3705,532076
03/04/1990,10.3828,10.4563,10.3828,10.444,430481
04/04/1990,10.4441,10.5542,10.3706,10.4318,703346
05/04/1990,10.4562,10.4684,10.3705,10.395,355892
06/04/1990,10.4073,10.4195,10.3093,10.3705,308311
09/04/1990,10.3461,10.3705,10.3093,10.3338,320812
10/04/1990,10.3093,10.4195,10.2971,10.3705,383104
11/04/1990,10.395,10.4318,10.3705,10.4195,264420
12/04/1990,10.493,10.5787,10.4807,10.493,377696
16/04/1990,10.7746,10.897,10.7746,10.8603,1688768
17/04/1990,10.8236,10.8971,10.7624,10.8848,784573
18/04/1990,10.8604,10.8604,10.7256,10.7624,627446
19/04/1990,10.7256,10.7991,10.6889,10.6889,626011
20/04/1990,10.7134,10.7256,10.6032,10.7134,678878
23/04/1990,10.6766,10.7256,10.6399,10.7134,553348
24/04/1990,10.7379,10.8114,10.6644,10.6644,535480
25/04/1990,10.7011,10.7868,10.6889,10.7134,480891
26/04/1990,10.7624,10.7746,10.6277,10.6522,566505
27/04/1990,10.6767,10.6767,10.5175,10.5175,402287
30/04/1990,10.4807,10.7011,10.4807,10.6766,661007
01/05/1990,10.7256,10.7379,10.5664,10.5787,477940
02/05/1990,10.5787,10.6889,10.5787,10.6889,498595
03/05/1990,10.7256,10.7868,10.6888,10.7011,683875
04/05/1990,10.7591,10.9572,10.722,10.9448,626723
07/05/1990,10.9448,11.0315,10.9201,10.9448,540897
08/05/1990,10.9448,10.9943,10.9325,10.9696,514085
09/05/1990,10.9696,11.0191,10.9325,11.0191,503517
10/05/1990,11.0315,11.18,11.0191,11.1305,751460
11/05/1990,11.2543,11.341,11.1924,11.2915,1055645
14/05/1990,11.3038,11.44,11.2915,11.3162,957549
15/05/1990,11.2791,11.4524,11.2667,11.4524,615823
16/05/1990,11.4153,11.4648,11.3534,11.4277,729997
17/05/1990,11.4772,11.5143,11.4029,11.5019,630989
18/05/1990,11.4772,11.5143,11.4153,11.4277,733602
21/05/1990,11.4029,11.6257,11.4029,11.5886,719260
22/05/1990,11.6382,11.6629,11.5515,11.6629,801317
23/05/1990,11.6381,11.7619,11.6133,11.7619,705791
24/05/1990,11.7619,11.7743,11.6752,11.7619,598955
25/05/1990,11.6505,11.6877,11.5019,11.5143,476040
29/05/1990,11.5886,11.8734,11.5639,11.861,812300
30/05/1990,11.8857,12.0962,11.8486,11.9724,1183987
31/05/1990,11.861,11.9725,11.8363,11.8858,825065
01/06/1990,11.9352,11.96,11.7867,11.8362,639028
04/06/1990,11.8363,11.9724,11.8115,11.9229,538038
05/06/1990,11.9353,12.0714,11.8981,11.96,974665
06/06/1990,11.9229,12.1087,11.9229,11.9477,639654
07/06/1990,12.0096,12.0344,11.861,11.9477,616405
08/06/1990,11.9724,11.9724,11.7495,11.7619,593153
11/06/1990,11.7496,11.9105,11.7496,11.8734,448276
12/06/1990,11.8982,11.9724,11.8115,11.9105,570320
13/06/1990,11.9352,12.0962,11.9105,12.0219,928705
14/06/1990,12.0095,12.0714,11.8981,11.9724,703803
15/06/1990,11.9229,12.0096,11.8982,11.9229,875207
18/06/1990,11.9105,11.96,11.7496,11.7496,618311
19/06/1990,11.7743,11.7991,11.6752,11.7619,599079
20/06/1990,11.762,11.7991,11.6134,11.6877,419059
21/06/1990,11.6877,11.7991,11.6381,11.7991,414914
22/06/1990,11.7867,11.8362,11.5143,11.5143,497341
25/06/1990,11.5514,11.6133,11.539,11.5514,466714
26/06/1990,11.6505,11.6876,11.5391,11.5638,519843
27/06/1990,11.5763,11.7001,11.5639,11.6877,477285
28/06/1990,11.7124,11.7248,11.6381,11.6505,333107
29/06/1990,11.6505,11.7,11.6257,11.6381,353786
02/07/1990,11.6382,11.7619,11.6258,11.7372,379606
03/07/1990,11.7495,11.7619,11.6505,11.6505,242060
05/07/1990,11.6382,11.6506,11.5763,11.6258,352173
06/07/1990,11.601,11.7372,11.5887,11.6877,293656
09/07/1990,11.7,11.8114,11.6753,11.7867,379937
10/07/1990,11.8115,11.861,11.6629,11.6629,515535
11/07/1990,11.7001,11.8115,11.6753,11.7991,424777
12/07/1990,11.7868,11.9229,11.762,11.8858,719596
13/07/1990,11.9477,12.0962,11.9105,11.9848,893233
16/07/1990,12.0839,12.1953,12.0096,12.121,924606
17/07/1990,12.1334,12.1334,11.8733,11.96,698581
18/07/1990,11.9724,12.0468,11.8734,11.8734,697921
19/07/1990,11.8487,11.8982,11.762,11.8858,595022
20/07/1990,11.8981,11.9105,11.6381,11.6505,728791
23/07/1990,11.6629,11.6629,11.3039,11.4772,888221
24/07/1990,11.4771,11.4895,11.2543,11.3657,637991
25/07/1990,11.341,11.44,11.3162,11.3657,565552
26/07/1990,11.3534,11.3534,11.1181,11.2048,568124
27/07/1990,11.1677,11.1677,10.9572,11.0315,765138
30/07/1990,10.9695,11.1305,10.9447,11.1057,613624
31/07/1990,11.1305,11.18,10.9572,11.0438,567459
01/08/1990,11.081,11.1305,10.9572,11.0562,708776
02/08/1990,10.7962,10.9695,10.7962,10.8705,774419
03/08/1990,10.821,10.8458,10.2762,10.7096,1470853
06/08/1990,10.405,10.4551,10.2673,10.405,957656
07/08/1990,10.4802,10.5177,10.2673,10.3174,937458
08/08/1990,10.3174,10.405,10.3048,10.3299,789930
09/08/1990,10.3675,10.405,10.3174,10.3424,529624
10/08/1990,10.3424,10.38,10.1671,10.2172,607074
13/08/1990,10.1672,10.4176,10.1171,10.3925,663362
14/08/1990,10.38,10.5302,10.3299,10.4551,693998
15/08/1990,10.5302,10.5428,10.4676,10.5177,634903
16/08/1990,10.4426,10.5929,10.3925,10.3925,851373
17/08/1990,10.3174,10.3549,10.092,10.1546,1106691
20/08/1990,10.2173,10.2924,10.2048,10.2423,519192
21/08/1990,10.0795,10.1922,9.9919,10.067,1001625
22/08/1990,10.092,10.117,9.9042,9.9167,826895
23/08/1990,9.6914,9.8541,9.6663,9.7039,1017343
24/08/1990,9.8667,10.1171,9.8041,10.0545,854814
27/08/1990,10.3174,10.4551,10.2923,10.4551,660134
28/08/1990,10.405,10.4301,10.3549,10.38,405737
29/08/1990,10.3674,10.4551,10.2923,10.405,479750
30/08/1990,10.4051,10.4301,10.1546,10.1922,452678
31/08/1990,10.1797,10.2047,10.0544,10.2047,371077
04/09/1990,10.117,10.2798,10.092,10.2673,503136
05/09/1990,10.3048,10.405,10.2422,10.2673,608793
06/09/1990,10.3049,10.3675,10.1672,10.2548,564538
07/09/1990,10.2047,10.5678,10.2047,10.5678,685112
10/09/1990,10.668,10.7807,10.5678,10.6054,674512
11/09/1990,10.6555,10.7933,10.6054,10.7682,602762
12/09/1990,10.8558,10.8558,10.7306,10.8057,499952
13/09/1990,10.7932,10.7932,10.4927,10.5177,451376
14/09/1990,10.5052,10.5177,10.38,10.4551,564787
17/09/1990,10.4426,10.5929,10.4301,10.5303,375060
18/09/1990,10.5428,10.7807,10.5302,10.7431,712144
19/09/1990,10.8057,10.9435,10.7682,10.8558,917468
20/09/1990,10.8308,10.9184,10.6805,10.8057,508586
21/09/1990,10.7806,10.8056,10.5678,10.693,926850
24/09/1990,10.6429,10.6429,10.4676,10.5177,835570
25/09/1990,10.5428,10.668,10.5052,10.6555,647648
26/09/1990,10.668,10.6931,10.4426,10.5553,731091
27/09/1990,10.5929,10.6805,10.3048,10.4551,707912
28/09/1990,10.33,10.7306,10.3049,10.6555,827781
01/10/1990,10.7306,10.9685,10.7306,10.9184,775892
02/10/1990,10.9685,11.0562,10.8433,10.8433,793411
03/10/1990,10.8433,10.9184,10.7306,10.7556,461729
04/10/1990,10.7556,10.8433,10.6555,10.8057,487002
05/10/1990,10.668,10.9184,10.6179,10.8433,657998
08/10/1990,10.8934,10.9685,10.8809,10.9685,377741
09/10/1990,10.8558,10.8809,10.5553,10.5553,594545
10/10/1990,10.5804,10.6805,10.3049,10.3675,946596
11/10/1990,10.3925,10.4051,9.9919,10.1171,1305018
12/10/1990,10.1922,10.2172,9.9668,10.0419,967338
15/10/1990,10.0796,10.1046,9.6413,9.9418,1308206
16/10/1990,9.9543,10.0545,9.8416,9.9543,708375
17/10/1990,9.9668,10.1797,9.9543,10.092,557537
18/10/1990,10.2172,10.5553,10.1922,10.5553,782264
19/10/1990,10.5428,10.9184,10.4802,10.7807,1110886
22/10/1990,10.7807,10.8934,10.668,10.7932,803972
23/10/1990,10.7556,10.8432,10.6805,10.693,532556
24/10/1990,10.693,10.9184,10.693,10.8808,678698
